"product_sku","product_name","category_id"
"83-556-0996","Powdered Sugar",1
"83-568-3475","Halibut",7
"83-573-4586","Sesame Oil",4
"83-625-3618","Asparagus",3
"83-704-6367","Arabica Coffee",2
"83-716-2177","Halibut",7
"83-727-0814","Basmati Rice",1
"83-763-5038","Buttermilk",5
"83-917-7384","Garlic",3
"83-966-3280","Mackerel",7
"84-075-7647","Canola Oil",4
"84-151-2114","Brown Rice",1
"84-198-7276","Peanut Oil",4
"84-269-9130","Long Grain Rice",1
"84-272-0790","Blueberries",3
"84-327-7787","Egg (Chicken)",5
"84-546-7624","Cherry",3
"84-624-0201","Bread Flour",1
"84-629-1532","Arabica Coffee",2
"85-207-4164","Eggplant",3
"85-212-2729","Egg (Turkey)",5
"85-237-3505","Green Tea",2
"85-440-3667","Gouda Cheese",5
"85-510-2915","White Bread",6
"85-561-4694","Kiwi",3
"85-781-5386","Salmon",7
"85-806-0613","Oatmeal Biscuit",6
"85-806-8672","Black Tea",2
"85-835-3445","Egg (Goose)",5
"86-257-4613","Jasmine Rice",1
"86-273-9377","White Rice",1
"86-330-0214","Arabica Coffee",2
"86-482-6451","White Tea",2
"86-672-4191","Egg (Goose)",5
"86-692-2312","Avocado Oil",4
"86-978-6666","Whole Wheat Flour",1
"87-013-6488","Sushi Rice",1
"87-097-5691","Robusta Coffee",2
"87-104-0187","Whole Wheat Flour",1
"87-199-2743","Papaya",3
"87-272-6544","Egg (Goose)",5
"87-391-9658","Corn Oil",4
"87-423-8486","Powdered Sugar",1
"87-675-1506","Strawberries",3
"87-698-0944","Banana",3
"87-762-1317","Mozzarella Cheese",5
"87-791-5803","Tuna",7
"87-903-3486","Peanut Oil",4
"87-997-0228","Watermelon",3
"88-069-5486","Cod",7
"88-183-5781","Whole Wheat Bread",6
"88-304-2855","Pineapple",3
"88-401-3700","Cauliflower",3
"88-408-0310","Corn Oil",4
"88-586-8797","Grapes",3
"88-602-8210","Avocado Oil",4
"88-746-9468","Onion",3
"88-807-8431","Haddock",7
"88-951-9038","Black Coffee",2
"88-977-0175","Chocolate Biscuit",6
"89-181-4523","Wild Rice",1
"89-328-9019","Bread Flour",1
"89-335-0155","Brown Rice",1
"89-388-3239","Grapes",3
"89-543-3456","Blueberries",3
"89-602-6755","Milk",5
"89-624-7462","Asparagus",3
"89-673-1543","Digestive Biscuit",6
"89-713-6071","Sesame Oil",4
"89-922-4773","Whole Wheat Flour",1
"90-128-7973","Black Rice",1
"90-230-9767","Long Grain Rice",1
"90-303-1821","Onion",3
"90-343-9640","Avocado Oil",4
"90-492-0564","Pomegranate",3
"90-737-0044","Black Rice",1
"90-773-9557","Butter",5
"90-865-9150","Powdered Sugar",1
"91-105-7317","Orange",3
"91-127-7489","Orange",3
"91-257-3672","Tilapia",7
"91-290-9062","Digestive Biscuit",6
"91-417-0366","Grapes",3
"91-426-3204","Haddock",7
"91-553-1774","Feta Cheese",5
"91-848-0606","Onion",3
"92-152-5820","Black Tea",2
"92-291-7089","Cheese",5
"92-362-3567","Tomato",3
"92-455-2959","Robusta Coffee",2
"92-551-8504","Raw Sugar",1
"92-652-3737","Zucchini",3
"92-791-0606","Short Grain Rice",1
"92-837-8839","Vegetable Oil",4
"92-995-8689","Cheddar Cheese",5
"93-014-4256","Green Beans",3
"93-015-0811","Pineapple",3
"93-166-3169","White Tea",2
"93-198-5984","Mango",3
"93-218-8108","Heavy Cream",5
"93-342-8794","Bread Flour",1
"93-571-7294","Sushi Rice",1
"93-682-2069","Lime",3
"93-772-3085","Banana",3
"93-813-2419","Digestive Biscuit",6
"93-815-0565","Sesame Oil",4
"93-966-7754","Pineapple",3
"94-020-6982","Tuna",7
"94-029-2717","Broccoli",3
"94-071-2261","Pear",3
"94-092-3355","Cauliflower",3
"94-190-5193","Carrot",3
"94-355-3070","Tilapia",7
"94-525-6925","Rye Bread",6
"94-528-8088","Haddock",7
"94-598-3383","Brown Rice",1
"94-658-4945","Sweet Potato",3
"94-697-2396","Sourdough Bread",6
"95-090-2788","Sesame Oil",4
"95-130-9020","Heavy Cream",5
"95-252-9619","Carrot",3
"95-262-6208","Black Tea",2
"95-349-0828","Feta Cheese",5
"95-354-8583","Long Grain Rice",1
"95-356-1566","Grapes",3
"95-357-2870","Arborio Rice",1
"95-449-1286","Egg (Chicken)",5
"95-640-0293","Arborio Rice",1
"95-738-4658","Green Coffee",2
"96-164-0607","Coconut Oil",4
"96-209-1739","Evaporated Milk",5
"96-316-7600","Bell Pepper",3
"96-334-2593","White Tea",2
"96-503-7712","White Bread",6
"96-682-8546","Egg (Chicken)",5
"96-774-0457","Cod",7
"96-961-2193","Jasmine Rice",1
"97-040-3822","Swiss Cheese",5
"97-093-4278","Buttermilk",5
"97-283-4840","Palm Oil",4
"97-300-7511","Egg (Duck)",5
"97-710-2449","Rye Bread",6
"97-772-2336","Pineapple",3
"98-064-4465","Mozzarella Cheese",5
"98-148-0940","Egg (Chicken)",5
"98-235-2711","Asparagus",3
"98-445-7372","Cod",7
"98-499-2220","Parmesan Cheese",5
"98-546-7398","Yogurt",5
"98-556-5323","Pomegranate",3
"98-575-4736","Cucumber",3
"98-652-9569","Butter Biscuit",6
"98-858-6323","Swiss Cheese",5
"98-909-9395","Cottage Cheese",5
"99-033-5661","Rice Flour",1
"99-048-8310","Tomato",3
"99-137-1730","Bread Flour",1
"99-194-5600","Cauliflower",3
"99-420-3592","Butter Biscuit",6
"99-543-5039","Lemon",3
"99-561-4871","Haddock",7
"99-894-4351","White Sugar",1
"99-961-0767","Heavy Cream",5
